sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P039	P037	P036	P035	P034	P029	P028	P027	P014	P007	P006	P003	P002	MSM_L2_F2	MSM_L2_F1	MSM_L2_E8	MSM_L2_E7	MSM_L2_E5	MSM_L2_E3	MSM_L2_E12	MSM_L2_E11	MSM_L2_D9	MSM_L2_D5	MSM_L2_D2	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10
Streptococcus_sanguinis|t__SGB8047	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus_sp_A12|t__SGB8059_group	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0
Streptococcus_thermophilus|t__SGB8002	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0089	0.03703	0.00553	0.0	0.00778	0.03768	0.0	0.0	0.0	0.00084	0.0	0.0	0.00194	0.00266	0.0	0.00374	0.01518	0.0	0.01817	0.00225	0.0	0.01565	0.00928	0.0	0.0	0.0	0.17439	0.0	0.0	0.0	0.0	0.13754	0.0	0.00521	0.0	0.02802	0.0	0.0	0.0	0.10473	0.0	0.0	0.01214	0.05147	0.04068
GGB33432_SGB47280|t__SGB47280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB33665_SGB47358|t__SGB47358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.00282	0.0	0.09048	0.0	0.0	0.0	0.0	0.0
GGB34228_SGB72916|t__SGB72916	0.0	0.0	0.0	0.0	0.05953	0.11477	0.0	0.0	0.02876	0.01483	0.008	0.0	0.00031	0.02982	0.0	0.01583	0.0	0.0	0.0	0.0	0.0074	0.02132	0.0	0.00643	0.0	0.0	0.01433	0.0265	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.00947	0.01787	0.0	0.0	0.0	0.024	0.04711	0.0268	0.02731	0.03148	0.01536	0.0	0.01448	0.03477	0.00234	0.01825	0.02385
GGB2982_SGB3964|t__SGB3964	0.0	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09206	0.03809	0.0	0.0	0.02809	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.10905	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10094	0.03897	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.00033	0.0	0.0
GGB2983_SGB3965|t__SGB3965	0.11297	0.0	0.0	0.0	0.0	0.07372	0.0	0.03196	0.05115	0.11722	0.0	0.0	0.0	0.05169	0.0	0.0	0.0	0.0	0.0	0.01646	0.04891	0.0	0.0	0.0	0.0	0.0	0.0	0.10868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08328	0.09756	0.01024	0.0	0.04342	0.05581	0.02602	0.0	0.0	0.0	0.05592	0.01786
GGB35068_SGB47850|t__SGB47850	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.00233	0.00403	0.0	0.0	0.0	0.00966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00407	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00779
GGB35456_SGB47582|t__SGB47582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB35551_SGB53794|t__SGB53794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB36472_SGB47660|t__SGB47660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3118_SGB4130|t__SGB4130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01166	0.0	0.05202	0.06263	0.0	0.0	0.0	0.0	0.04104	0.0
GGB3123_SGB4135|t__SGB4135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3256_SGB4303|t__SGB4303	0.60591	0.10031	0.0	0.0	0.0	0.0	0.0	0.16817	0.94415	0.0	0.0	0.13893	0.0	0.3748	0.0953	0.00182	0.0031	0.0	0.51889	1.24992	0.96496	0.40484	1.60665	0.00301	0.0	0.0	0.0	0.0	0.08349	0.20862	0.0	0.0	0.0	0.0	0.0	0.77718	0.0	0.38165	0.0	0.28695	0.28645	0.28281	0.0	0.88917	0.0	0.6101	0.0	0.04946	0.43514	0.0	0.78943	0.0
GGB3490_SGB4664|t__SGB4664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3491_SGB4665|t__SGB4665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3510_SGB4687|t__SGB4687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00838	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0
GGB3654_SGB4965|t__SGB4965	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3717_SGB5040|t__SGB5040	0.0	0.0	0.0	0.0	0.00962	0.00078	0.0	0.0	0.00129	0.00498	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.01452	0.01107	0.00673	0.0	0.0	0.0	0.00488	0.0	0.00477	0.0	0.0	0.0	0.0	0.00807	0.0	0.00226	0.0	0.0	0.0	0.00281	0.0	0.00177	0.0	0.0	0.00257	0.00112	0.0	0.0	0.0	0.00236
GGB3892_SGB5290|t__SGB5290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB49418_SGB69331|t__SGB69331	0.0	0.0	0.0	0.0	0.01084	0.01534	0.0	0.00637	0.00593	0.0156	0.0	0.01165	0.0	0.00203	0.02014	0.02202	0.0	0.0	0.0	0.0	0.01028	0.00015	0.0	0.03334	0.02108	0.0	0.0	0.0122	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.01415	0.0	0.01275	0.0	0.0	0.00512	0.00683	0.00425	0.01058	0.00642	0.00182	0.0	0.01893	0.00804	0.0	0.02081	0.01948
GGB4751_SGB6580|t__SGB6580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4769_SGB6602|t__SGB6602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11334	0.0	0.0	0.0	0.0
GGB4964_SGB6927|t__SGB6927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45620_SGB63333|t__SGB63333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0
GGB9045_SGB13947|t__SGB13947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9186_SGB14125|t__SGB14125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02285	0.0	0.0	0.0	0.0	0.0	0.0	0.01299	0.0196	0.0	0.0	0.0	0.05081	0.0	0.0	0.04917	0.0	0.06186	0.0	0.0	0.0	0.0	0.0	0.00268	0.02585	0.0	0.0	0.0	0.0	0.04274	0.01339	0.0	0.0357	0.0	0.04265	0.0	0.01548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9237_SGB14179|t__SGB14179	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	8e-05	0.0	0.0	0.11017	0.0	0.1338	5e-05	0.00636	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9291_SGB14248|t__SGB14248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02133	0.0	0.01079	0.0	0.01917	0.0	0.0564	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06687	0.04582	0.0	0.0	0.0	0.0	0.0	0.0	0.03212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06625
GGB9523_SGB14922|t__SGB14922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08796	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9524_SGB14924|t__SGB14924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9557_SGB14966|t__SGB14966	0.0	0.0218	0.01498	0.0	0.01251	0.00425	0.0	0.00515	0.00707	0.01285	0.01198	0.0	0.00232	0.00198	0.02614	0.02392	0.0	0.0	0.0001	0.01489	0.00373	0.01641	0.0439	0.00278	0.0	0.01012	0.00772	0.005	0.0195	0.01929	0.03649	0.06925	0.01039	0.0	0.0	0.0	0.01271	0.01251	0.0	0.05944	0.04745	0.06991	0.00909	0.0	0.01642	0.0041	0.00446	0.01603	0.01726	0.0	0.00259	0.0
GGB9559_SGB14968|t__SGB14968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10694
GGB9559_SGB14969|t__SGB14969	0.0	0.0	0.0	0.0	0.0	0.01184	0.0	0.0	0.00165	0.00592	0.0027	0.0	0.00131	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.03456	0.0546	0.0	0.0	0.09252	0.0	0.0	0.01335	0.0	0.00146	0.0	0.0	0.0	0.00044	0.0	0.00694	0.0	0.03278	0.0	0.0	0.0	0.0	0.0	0.0	0.00491	0.01295	0.0	0.00187	0.0	0.0	0.0123	0.13548
GGB9560_SGB69175|t__SGB69175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079
GGB9561_SGB14972|t__SGB14972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9581_SGB14999|t__SGB14999	0.0	0.00072	0.02062	0.0	0.0278	0.0	0.01004	0.01878	0.0	0.01878	0.03637	0.03057	0.0	0.0	0.02604	0.0	0.0	0.0	0.00353	0.0	0.0163	0.02937	0.05874	0.0	0.0	0.03238	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.07312	0.02468	0.0	0.01769	0.0	0.0	0.0	0.0	0.02005	0.0	0.1009	0.0396	0.0	0.01353	0.0	0.0
GGB9581_SGB79823|t__SGB79823	0.01584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04173	0.0	0.10185	0.0	0.0	0.0	0.0	0.0	0.0	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB10690_SGB17345|t__SGB17345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50108
GGB58158_SGB79798|t__SGB79798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.00085	0.0243	0.0	0.0	0.00091	0.00285	0.00114	0.0	0.0	0.0	0.00677	0.00106	0.0001	0.03318	0.00293	0.0	0.0	5e-05	0.0	0.01555	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.002	0.0	0.0043	0.0	0.00136	0.0	0.0	0.00145	0.0	0.00369	0.0	0.0	0.0
GGB42389_SGB59559|t__SGB59559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45491_SGB63163|t__SGB63163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45537_SGB63217|t__SGB63217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB51510_SGB71883|t__SGB71883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB51441_SGB71759|t__SGB71759	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.00054	0.00087	0.0	0.0	0.0	0.0	0.00981	0.0	0.00602	0.0	0.0	0.0	0.00376	0.0	0.06059	0.00581	0.0	0.01848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.00033	0.0	0.00642	0.00242	0.0	0.0	0.0	0.00046
GGB55957_SGB77276|t__SGB77276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28388_SGB40968|t__SGB40968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28433_SGB41016|t__SGB41016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45540_SGB63220|t__SGB63220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28880_SGB41560|t__SGB41560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28929_SGB41629|t__SGB41629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45600_SGB63312|t__SGB63312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45599_SGB63311|t__SGB63311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB29535_SGB42321|t__SGB42321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02772	0.0	0.0	0.08746	0.0	0.0	0.0	0.00778	0.04673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02188	0.0	0.0	0.0	0.00224	0.00271	0.0	0.0	0.0	0.0	0.0
Candidatus_Alangreenwoodia_gallinarii|t__SGB60876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13342	0.02389	0.0	0.0	0.0	0.0	0.0	0.0	0.04963	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.01341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
